"dep","sexe","jour","hosp","rea","HospConv","SSR_USLD","autres","rad","dc"
"2B","1","2021-11-14","8","2","3","3","0","359","67"
"2B","2","2021-11-14","7","1","4","1","1","283","48"
"30","0","2021-11-14","69","11","27","31","0","3575","744"
"30","1","2021-11-14","36","7","14","15","0","1856","430"
"30","2","2021-11-14","33","4","13","16","0","1700","312"
"31","0","2021-11-14","154","31","42","71","10","6371","915"
"31","1","2021-11-14","77","22","20","33","2","3324","555"
"31","2","2021-11-14","75","9","21","37","8","3008","355"
"32","0","2021-11-14","8","3","5","0","0","559","111"
"32","1","2021-11-14","5","3","2","0","0","279","60"
"32","2","2021-11-14","3","0","3","0","0","278","51"
"33","0","2021-11-14","149","41","82","26","0","6492","1178"
"33","1","2021-11-14","84","27","46","11","0","3328","665"
"33","2","2021-11-14","63","13","35","15","0","3134","509"
"34","0","2021-11-14","101","21","46","32","2","5994","1167"
"34","1","2021-11-14","54","12","28","13","1","3150","690"
"34","2","2021-11-14","46","9","18","18","1","2826","472"
"35","0","2021-11-14","122","11","65","45","1","4087","767"
"35","1","2021-11-14","57","10","31","16","0","2055","428"
"35","2","2021-11-14","65","1","34","29","1","2002","336"
"36","0","2021-11-14","17","2","8","7","0","1103","275"
"36","1","2021-11-14","9","2","4","3","0","557","145"
"36","2","2021-11-14","8","0","4","4","0","534","127"
"37","0","2021-11-14","73","18","22","33","0","2359","517"
"37","1","2021-11-14","41","11","14","16","0","1215","318"
"37","2","2021-11-14","32","7","8","17","0","1140","198"
"38","0","2021-11-14","97","14","53","24","6","8440","1859"
"38","1","2021-11-14","50","8","26","14","2","4121","1081"
"38","2","2021-11-14","46","6","26","10","4","4277","769"
"39","0","2021-11-14","39","2","24","12","1","2091","499"
"39","1","2021-11-14","18","1","13","4","0","964","259"
"39","2","2021-11-14","21","1","11","8","1","1110","237"
"40","0","2021-11-14","9","5","1","3","0","1038","262"
"40","1","2021-11-14","8","5","1","2","0","537","136"
"40","2","2021-11-14","1","0","0","1","0","497","123"
"41","0","2021-11-14","42","5","15","21","1","1743","337"
"41","1","2021-11-14","21","2","5","13","1","885","204"
"41","2","2021-11-14","21","3","10","8","0","853","133"
"42","0","2021-11-14","92","17","54","21","0","6278","1431"
"42","1","2021-11-14","48","14","24","10","0","3134","823"
"42","2","2021-11-14","44","3","30","11","0","3101","598"
"43","0","2021-11-14","50","1","24","25","0","1390","279"
"43","1","2021-11-14","26","1","15","10","0","679","160"
"43","2","2021-11-14","24","0","9","15","0","691","116"
"44","0","2021-11-14","69","18","40","11","0","4475","907"
"44","1","2021-11-14","41","9","24","8","0","2256","507"
"44","2","2021-11-14","28","9","16","3","0","2217","400"
"45","0","2021-11-14","92","13","34","40","5","3345","688"
"45","1","2021-11-14","52","9","19","22","2","1690","418"
"45","2","2021-11-14","40","4","15","18","3","1637","267"
"46","0","2021-11-14","10","0","8","2","0","487","109"
"46","1","2021-11-14","4","0","3","1","0","240","67"
"46","2","2021-11-14","6","0","5","1","0","245","42"
"47","0","2021-11-14","18","4","13","1","0","1015","198"
"47","1","2021-11-14","12","3","8","1","0","514","123"
"47","2","2021-11-14","6","1","5","0","0","475","71"
"48","0","2021-11-14","7","0","6","1","0","477","124"
"48","1","2021-11-14","3","0","3","0","0","257","72"
"48","2","2021-11-14","4","0","3","1","0","215","52"
"49","0","2021-11-14","75","22","48","5","0","3757","757"
"49","1","2021-11-14","46","16","26","4","0","1859","469"
"49","2","2021-11-14","29","6","22","1","0","1898","288"
"50","0","2021-11-14","73","8","15","50","0","1654","395"
"50","1","2021-11-14","39","6","9","24","0","833","219"
"50","2","2021-11-14","34","2","6","26","0","807","171"
"51","0","2021-11-14","63","7","37","19","0","3796","932"
"51","1","2021-11-14","28","5","17","6","0","1887","523"
"51","2","2021-11-14","33","2","19","12","0","1860","398"
"52","0","2021-11-14","16","4","4","8","0","1441","386"
"52","1","2021-11-14","6","3","0","3","0","692","195"
"52","2","2021-11-14","10","1","4","5","0","736","186"
"53","0","2021-11-14","29","4","22","3","0","1406","298"
"53","1","2021-11-14","8","2","5","1","0","686","166"
"53","2","2021-11-14","21","2","17","2","0","720","132"
"54","0","2021-11-14","77","15","32","28","2","4924","1239"
"54","1","2021-11-14","33","9","14","10","0","2452","708"
"54","2","2021-11-14","43","6","17","18","2","2440","523"
"55","0","2021-11-14","6","0","4","1","1","1447","386"
"55","1","2021-11-14","3","0","3","0","0","714","215"
"55","2","2021-11-14","3","0","1","1","1","729","171"
"56","0","2021-11-14","61","6","44","10","1","2426","464"
"56","1","2021-11-14","33","5","22","6","0","1208","266"
"56","2","2021-11-14","28","1","22","4","1","1199","196"
"57","0","2021-11-14","92","22","55","10","5","8101","2477"
"57","1","2021-11-14","51","14","30","6","1","4075","1384"
"57","2","2021-11-14","41","8","25","4","4","3976","1073"
"58","0","2021-11-14","8","2","4","2","0","1144","337"
"58","1","2021-11-14","6","2","3","1","0","540","189"
"58","2","2021-11-14","2","0","1","1","0","588","145"
"59","0","2021-11-14","270","59","139","61","11","18800","4089"
"59","1","2021-11-14","142","38","70","27","7","9322","2244"
"59","2","2021-11-14","125","21","69","31","4","9302","1820"
"60","0","2021-11-14","138","17","41","78","2","5475","1433"
"60","1","2021-11-14","71","13","20","37","1","2709","793"
"60","2","2021-11-14","66","3","21","41","1","2723","628"
"61","0","2021-11-14","41","3","24","14","0","1817","367"
"61","1","2021-11-14","19","3","12","4","0","842","208"
"61","2","2021-11-14","22","0","12","10","0","953","155"
"62","0","2021-11-14","113","10","40","61","2","8771","2012"
"62","1","2021-11-14","62","9","21","30","2","4227","1067"
"62","2","2021-11-14","51","1","19","31","0","4446","924"
"63","0","2021-11-14","41","8","19","14","0","2958","788"
"63","1","2021-11-14","18","4","9","5","0","1391","432"
"63","2","2021-11-14","23","4","10","9","0","1540","352"
"64","0","2021-11-14","69","7","31","29","2","2385","519"
"64","1","2021-11-14","36","5","18","13","0","1217","283"
"64","2","2021-11-14","30","2","11","16","1","1154","234"
"65","0","2021-11-14","18","3","9","6","0","1128","241"
"65","1","2021-11-14","9","0","7","2","0","556","127"
"65","2","2021-11-14","8","3","1","4","0","567","114"
"66","0","2021-11-14","70","7","23","27","13","1812","416"
"66","1","2021-11-14","38","5","13","12","8","956","264"
"66","2","2021-11-14","32","2","10","15","5","854","151"
"67","0","2021-11-14","82","20","40","20","2","7790","1797"
"67","1","2021-11-14","44","13","21","8","2","4004","1003"
"67","2","2021-11-14","36","7","18","11","0","3768","787"
"68","0","2021-11-14","63","13","37","12","1","6656","1567"
"68","1","2021-11-14","34","6","20","7","1","3420","888"
"68","2","2021-11-14","29","7","17","5","0","3224","676"
"69","0","2021-11-14","159","31","78","43","7","16856","3353"
"69","1","2021-11-14","83","18","41","20","4","8326","1970"
"69","2","2021-11-14","75","12","37","23","3","8335","1353"
"70","0","2021-11-14","10","4","4","2","0","1381","275"
"70","1","2021-11-14","6","3","2","1","0","687","157"
"70","2","2021-11-14","4","1","2","1","0","691","117"
"71","0","2021-11-14","40","5","31","3","1","5020","1133"
"71","1","2021-11-14","22","2","18","2","0","2307","607"
"71","2","2021-11-14","18","3","13","1","1","2669","518"
"72","0","2021-11-14","63","8","50","5","0","3174","626"
"72","1","2021-11-14","37","3","32","2","0","1491","361"
"72","2","2021-11-14","26","5","18","3","0","1683","265"
"73","0","2021-11-14","41","6","24","7","4","3173","728"
"73","1","2021-11-14","25","2","16","4","3","1578","423"
"73","2","2021-11-14","16","4","8","3","1","1576","303"
"74","0","2021-11-14","47","9","22","15","1","5467","1082"
"74","1","2021-11-14","23","5","9","9","0","2843","639"
"74","2","2021-11-14","23","4","13","5","1","2595","440"
"75","0","2021-11-14","292","75","169","45","3","22385","4813"
"75","1","2021-11-14","170","54","90","24","2","12008","2978"
"75","2","2021-11-14","121","21","78","21","1","10219","1818"
"76","0","2021-11-14","118","16","63","39","0","7271","1642"
"76","1","2021-11-14","61","11","34","16","0","3516","904"
"76","2","2021-11-14","54","4","28","22","0","3705","728"
"77","0","2021-11-14","155","43","37","73","2","9983","2146"
"77","1","2021-11-14","66","19","18","28","1","5143","1227"
"77","2","2021-11-14","89","24","19","45","1","4782","908"
"78","0","2021-11-14","118","20","46","49","3","9177","1936"
"78","1","2021-11-14","48","12","13","20","3","4659","1142"
"78","2","2021-11-14","69","8","32","29","0","4485","790"
"79","0","2021-11-14","24","5","14","5","0","1328","278"
"79","1","2021-11-14","12","3","7","2","0","616","159"
"79","2","2021-11-14","12","2","7","3","0","703","118"
"80","0","2021-11-14","84","6","29","44","5","3336","982"
"80","1","2021-11-14","35","3","13","16","3","1655","553"
"80","2","2021-11-14","48","3","16","28","1","1604","412"
"81","0","2021-11-14","23","5","7","10","1","1644","412"
"81","1","2021-11-14","17","5","3","9","0","827","245"
"81","2","2021-11-14","6","0","4","1","1","811","166"
"82","0","2021-11-14","24","10","14","0","0","1090","245"
"82","1","2021-11-14","18","9","9","0","0","574","126"
"82","2","2021-11-14","6","1","5","0","0","502","111"
"83","0","2021-11-14","114","11","32","68","3","7107","1658"
"83","1","2021-11-14","54","7","16","29","2","3588","956"
"83","2","2021-11-14","60","4","16","39","1","3436","688"
"84","0","2021-11-14","73","6","43","19","5","4716","977"
"84","1","2021-11-14","42","5","25","10","2","2320","570"
"84","2","2021-11-14","31","1","18","9","3","2347","393"
"85","0","2021-11-14","45","10","34","1","0","1863","328"
"85","1","2021-11-14","25","7","18","0","0","958","203"
"85","2","2021-11-14","18","2","15","1","0","901","124"
"86","0","2021-11-14","25","7","14","4","0","1467","288"
"86","1","2021-11-14","13","5","6","2","0","770","157"
"86","2","2021-11-14","11","1","8","2","0","685","128"
"87","0","2021-11-14","33","3","20","10","0","1286","341"
"87","1","2021-11-14","15","2","8","5","0","609","197"
"87","2","2021-11-14","18","1","12","5","0","672","143"
"88","0","2021-11-14","24","0","9","15","0","3049","876"
"88","1","2021-11-14","12","0","6","6","0","1453","481"
"88","2","2021-11-14","12","0","3","9","0","1582","393"
"89","0","2021-11-14","22","6","15","1","0","2573","615"
"89","1","2021-11-14","12","2","9","1","0","1256","339"
"89","2","2021-11-14","10","4","6","0","0","1288","271"
"90","0","2021-11-14","11","3","8","0","0","2355","633"
"90","1","2021-11-14","4","2","2","0","0","1164","371"
"90","2","2021-11-14","7","1","6","0","0","1191","262"
"91","0","2021-11-14","142","38","39","57","8","10514","1972"
"91","1","2021-11-14","70","24","21","22","3","5195","1070"
"91","2","2021-11-14","69","14","18","32","5","5008","860"
"92","0","2021-11-14","320","30","114","150","26","15985","2849"
"92","1","2021-11-14","133","14","55","58","6","8361","1664"
"92","2","2021-11-14","178","15","59","89","15","7513","1171"
"93","0","2021-11-14","300","29","83","185","3","14697","2611"
"93","1","2021-11-14","153","20","35","97","1","7772","1540"
"93","2","2021-11-14","134","9","36","87","2","6749","1043"
"94","0","2021-11-14","184","26","79","71","8","14966","3095"
"94","1","2021-11-14","69","12","34","20","3","7573","1759"
"94","2","2021-11-14","109","13","41","50","5","7266","1310"
"95","0","2021-11-14","141","23","44","66","8","10167","2117"
"95","1","2021-11-14","69","18","21","26","4","5338","1271"
"95","2","2021-11-14","71","5","22","40","4","4747","833"
"01","0","2021-11-15","39","4","15","18","2","3048","644"
"01","1","2021-11-15","16","2","5","8","1","1516","378"
"01","2","2021-11-15","23","2","10","10","1","1507","263"
"02","0","2021-11-15","47","10","19","17","1","4546","1159"
"02","1","2021-11-15","24","5","10","9","0","2200","639"
"02","2","2021-11-15","22","5","9","8","0","2322","511"
"03","0","2021-11-15","18","6","11","0","1","2347","605"
"03","1","2021-11-15","14","5","8","0","1","1098","344"
"03","2","2021-11-15","4","1","3","0","0","1227","251"
"04","0","2021-11-15","36","1","16","19","0","1302","266"
"04","1","2021-11-15","19","1","8","10","0","626","156"
"04","2","2021-11-15","17","0","8","9","0","645","103"
"05","0","2021-11-15","18","2","11","4","1","1400","271"
"05","1","2021-11-15","9","1","6","2","0","696","164"
"05","2","2021-11-15","9","1","5","2","1","695","105"
"06","0","2021-11-15","144","16","72","52","4","7739","1709"
"06","1","2021-11-15","62","14","26","21","1","3934","983"
"06","2","2021-11-15","80","2","44","31","3","3698","708"
"07","0","2021-11-15","31","5","21","5","0","2188","509"
"07","1","2021-11-15","17","3","12","2","0","1019","302"
"07","2","2021-11-15","14","2","9","3","0","1132","204"
"08","0","2021-11-15","19","1","16","2","0","1252","383"
"08","1","2021-11-15","11","1","10","0","0","650","224"
"08","2","2021-11-15","8","0","6","2","0","591","158"
"09","0","2021-11-15","10","4","5","1","0","563","103"
"09","1","2021-11-15","7","3","3","1","0","270","63"
"09","2","2021-11-15","3","1","2","0","0","289","40"
"10","0","2021-11-15","11","2","8","1","0","2062","455"
"10","1","2021-11-15","6","1","5","0","0","1072","271"
"10","2","2021-11-15","5","1","3","1","0","978","181"
"11","0","2021-11-15","43","6","19","16","2","1538","413"
"11","1","2021-11-15","19","4","9","5","1","772","237"
"11","2","2021-11-15","23","2","10","10","1","753","165"
"12","0","2021-11-15","27","1","16","10","0","1197","258"
"12","1","2021-11-15","12","1","7","4","0","608","146"
"12","2","2021-11-15","15","0","9","6","0","571","110"
"13","0","2021-11-15","456","107","155","191","3","25976","4116"
"13","1","2021-11-15","234","68","76","89","1","13352","2417"
"13","2","2021-11-15","219","38","78","101","2","12450","1670"
"14","0","2021-11-15","53","11","36","4","2","2995","648"
"14","1","2021-11-15","26","8","14","3","1","1442","359"
"14","2","2021-11-15","22","3","18","0","1","1526","285"
"15","0","2021-11-15","3","2","1","0","0","624","145"
"15","1","2021-11-15","2","1","1","0","0","310","81"
"15","2","2021-11-15","1","1","0","0","0","309","61"
"16","0","2021-11-15","27","6","13","8","0","754","173"
"16","1","2021-11-15","12","5","4","3","0","392","105"
"16","2","2021-11-15","14","1","8","5","0","354","68"
"17","0","2021-11-15","47","8","30","9","0","1469","384"
"17","1","2021-11-15","23","4","16","3","0","773","231"
"17","2","2021-11-15","22","3","13","6","0","692","152"
"18","0","2021-11-15","18","2","11","5","0","1670","525"
"18","1","2021-11-15","13","2","9","2","0","777","280"
"18","2","2021-11-15","5","0","2","3","0","889","244"
"19","0","2021-11-15","29","5","24","0","0","1043","239"
"19","1","2021-11-15","20","5","15","0","0","514","134"
"19","2","2021-11-15","9","0","9","0","0","521","103"
"21","0","2021-11-15","36","5","23","7","1","4063","967"
"21","1","2021-11-15","19","4","11","3","1","2052","562"
"21","2","2021-11-15","17","1","12","4","0","1983","398"
"22","0","2021-11-15","34","4","24","3","3","1467","266"
"22","1","2021-11-15","16","2","12","0","2","697","153"
"22","2","2021-11-15","18","2","12","3","1","765","112"
"23","0","2021-11-15","12","6","5","1","0","636","104"
"23","1","2021-11-15","6","3","3","0","0","322","59"
"23","2","2021-11-15","6","3","2","1","0","312","44"
"24","0","2021-11-15","101","2","32","67","0","1088","268"
"24","1","2021-11-15","51","1","18","32","0","535","151"
"24","2","2021-11-15","50","1","14","35","0","548","117"
"25","0","2021-11-15","22","8","14","0","0","2584","524"
"25","1","2021-11-15","15","6","9","0","0","1345","312"
"25","2","2021-11-15","7","2","5","0","0","1234","211"
"26","0","2021-11-15","29","8","18","3","0","3228","822"
"26","1","2021-11-15","14","3","9","2","0","1634","465"
"26","2","2021-11-15","15","5","9","1","0","1551","340"
"27","0","2021-11-15","76","2","31","43","0","2113","523"
"27","1","2021-11-15","34","2","14","18","0","1025","290"
"27","2","2021-11-15","41","0","17","24","0","1070","227"
"28","0","2021-11-15","43","9","28","5","1","3114","535"
"28","1","2021-11-15","23","7","15","1","0","1584","291"
"28","2","2021-11-15","19","2","12","4","1","1502","242"
"29","0","2021-11-15","47","7","20","18","2","1364","298"
"29","1","2021-11-15","29","7","8","12","2","702","189"
"29","2","2021-11-15","18","0","12","6","0","647","106"
"2A","0","2021-11-15","17","4","10","2","1","660","128"
"2A","1","2021-11-15","11","3","6","1","1","330","73"
"2A","2","2021-11-15","6","1","4","1","0","329","55"
"2B","0","2021-11-15","16","3","8","4","1","646","115"
"2B","1","2021-11-15","8","2","3","3","0","359","67"
"2B","2","2021-11-15","8","1","5","1","1","283","48"
"30","0","2021-11-15","67","11","25","31","0","3577","745"
"30","1","2021-11-15","36","7","14","15","0","1856","430"
"30","2","2021-11-15","31","4","11","16","0","1702","313"
"31","0","2021-11-15","163","38","42","72","11","6373","915"
"31","1","2021-11-15","81","25","21","33","2","3324","555"
"31","2","2021-11-15","79","12","20","38","9","3010","355"
"32","0","2021-11-15","8","4","4","0","0","559","112"
"32","1","2021-11-15","4","3","1","0","0","279","61"
"32","2","2021-11-15","4","1","3","0","0","278","51"
"33","0","2021-11-15","151","42","82","27","0","6511","1178"
"33","1","2021-11-15","83","27","45","11","0","3340","665"
"33","2","2021-11-15","66","14","36","16","0","3141","509"
"34","0","2021-11-15","101","19","48","32","2","5999","1167"
"34","1","2021-11-15","54","10","30","13","1","3153","690"
"34","2","2021-11-15","46","9","18","18","1","2828","472"
"35","0","2021-11-15","142","16","80","45","1","4088","767"
"35","1","2021-11-15","70","14","40","16","0","2055","428"
"35","2","2021-11-15","72","2","40","29","1","2003","336"
"36","0","2021-11-15","18","3","8","7","0","1103","275"
"36","1","2021-11-15","10","3","4","3","0","557","145"
"36","2","2021-11-15","8","0","4","4","0","534","127"
"37","0","2021-11-15","76","22","21","33","0","2364","519"
"37","1","2021-11-15","44","15","13","16","0","1217","319"
"37","2","2021-11-15","32","7","8","17","0","1142","199"
"38","0","2021-11-15","99","15","53","25","6","8453","1860"
"38","1","2021-11-15","50","8","26","14","2","4128","1081"
"38","2","2021-11-15","48","7","26","11","4","4283","770"
"39","0","2021-11-15","39","2","24","12","1","2091","499"
"39","1","2021-11-15","18","1","13","4","0","964","259"
"39","2","2021-11-15","21","1","11","8","1","1110","237"
"40","0","2021-11-15","8","4","1","3","0","1040","262"
"40","1","2021-11-15","6","4","0","2","0","539","136"
"40","2","2021-11-15","2","0","1","1","0","497","123"
"41","0","2021-11-15","41","5","14","21","1","1743","337"
"41","1","2021-11-15","21","3","4","13","1","885","204"
"41","2","2021-11-15","20","2","10","8","0","853","133"
"42","0","2021-11-15","92","17","54","21","0","6280","1431"
"42","1","2021-11-15","49","13","26","10","0","3135","823"
"42","2","2021-11-15","43","4","28","11","0","3102","598"
"43","0","2021-11-15","40","1","14","25","0","1400","280"
"43","1","2021-11-15","20","1","9","10","0","684","161"
"43","2","2021-11-15","20","0","5","15","0","696","116"
"44","0","2021-11-15","68","14","43","11","0","4476","908"
"44","1","2021-11-15","40","7","25","8","0","2257","507"
"44","2","2021-11-15","28","7","18","3","0","2217","401"
"45","0","2021-11-15","95","17","33","40","5","3346","688"
"45","1","2021-11-15","54","11","19","22","2","1690","418"
"45","2","2021-11-15","41","6","14","18","3","1638","267"
"46","0","2021-11-15","9","1","6","2","0","488","109"
"46","1","2021-11-15","3","0","2","1","0","240","67"
"46","2","2021-11-15","6","1","4","1","0","246","42"
"47","0","2021-11-15","20","3","14","3","0","1016","198"
"47","1","2021-11-15","14","2","10","2","0","514","123"
"47","2","2021-11-15","6","1","4","1","0","476","71"
"48","0","2021-11-15","6","0","5","1","0","478","124"
"48","1","2021-11-15","2","0","2","0","0","258","72"
"48","2","2021-11-15","4","0","3","1","0","215","52"
"49","0","2021-11-15","81","27","49","5","0","3766","759"
"49","1","2021-11-15","51","21","26","4","0","1864","469"
"49","2","2021-11-15","30","6","23","1","0","1902","290"
"50","0","2021-11-15","74","7","17","50","0","1654","396"
"50","1","2021-11-15","40","5","11","24","0","833","220"
"50","2","2021-11-15","34","2","6","26","0","807","171"
"51","0","2021-11-15","76","8","39","29","0","3800","932"
"51","1","2021-11-15","33","5","20","8","0","1890","523"
"51","2","2021-11-15","41","3","18","20","0","1861","398"
"52","0","2021-11-15","17","4","5","8","0","1442","386"
"52","1","2021-11-15","7","3","1","3","0","692","195"
"52","2","2021-11-15","10","1","4","5","0","737","186"
"53","0","2021-11-15","29","4","21","4","0","1406","298"
"53","1","2021-11-15","8","2","5","1","0","686","166"
"53","2","2021-11-15","21","2","16","3","0","720","132"
"54","0","2021-11-15","77","15","32","28","2","4925","1239"
"54","1","2021-11-15","33","9","14","10","0","2452","708"
"54","2","2021-11-15","43","6","17","18","2","2441","523"
"55","0","2021-11-15","6","1","3","1","1","1448","386"
"55","1","2021-11-15","2","0","2","0","0","715","215"
"55","2","2021-11-15","4","1","1","1","1","729","171"
"56","0","2021-11-15","68","8","48","11","1","2429","465"
"56","1","2021-11-15","38","7","23","8","0","1208","267"
"56","2","2021-11-15","30","1","25","3","1","1202","196"
"57","0","2021-11-15","96","20","61","10","5","8103","2478"
"57","1","2021-11-15","54","14","33","6","1","4075","1385"
"57","2","2021-11-15","42","6","28","4","4","3978","1073"
"58","0","2021-11-15","9","2","5","2","0","1144","337"
"58","1","2021-11-15","6","2","3","1","0","540","189"
"58","2","2021-11-15","3","0","2","1","0","588","145"
"59","0","2021-11-15","276","60","144","61","11","18814","4094"
"59","1","2021-11-15","149","37","78","27","7","9327","2249"
"59","2","2021-11-15","124","23","66","31","4","9311","1820"
"60","0","2021-11-15","145","16","49","78","2","5478","1434"
"60","1","2021-11-15","75","12","23","39","1","2709","793"
"60","2","2021-11-15","69","3","26","39","1","2726","629"
"61","0","2021-11-15","41","4","22","15","0","1820","369"
"61","1","2021-11-15","17","3","10","4","0","844","210"
"61","2","2021-11-15","24","1","12","11","0","954","155"
"62","0","2021-11-15","113","10","39","62","2","8776","2013"
"62","1","2021-11-15","62","9","20","31","2","4229","1067"
"62","2","2021-11-15","51","1","19","31","0","4449","925"
"63","0","2021-11-15","43","10","19","14","0","2961","790"
"63","1","2021-11-15","18","5","8","5","0","1393","434"
"63","2","2021-11-15","25","5","11","9","0","1541","352"
"64","0","2021-11-15","68","8","28","30","2","2388","519"
"64","1","2021-11-15","36","6","16","14","0","1219","283"
"64","2","2021-11-15","29","2","10","16","1","1155","234"
"65","0","2021-11-15","18","3","9","6","0","1128","241"
"65","1","2021-11-15","9","0","7","2","0","556","127"
"65","2","2021-11-15","8","3","1","4","0","567","114"
"66","0","2021-11-15","79","10","21","35","13","1812","417"
"66","1","2021-11-15","41","6","13","14","8","956","264"
"66","2","2021-11-15","38","4","8","21","5","854","152"
"67","0","2021-11-15","87","19","46","20","2","7796","1800"
"67","1","2021-11-15","45","13","22","8","2","4009","1005"
"67","2","2021-11-15","39","6","22","11","0","3769","788"
"68","0","2021-11-15","66","13","40","12","1","6663","1567"
"68","1","2021-11-15","33","6","19","7","1","3425","888"
"68","2","2021-11-15","33","7","21","5","0","3226","676"
"69","0","2021-11-15","163","32","80","44","7","16861","3355"
"69","1","2021-11-15","86","20","42","20","4","8329","1971"
"69","2","2021-11-15","75","11","37","24","3","8337","1354"
"70","0","2021-11-15","11","4","5","2","0","1382","275"
"70","1","2021-11-15","6","3","2","1","0","688","157"
"70","2","2021-11-15","5","1","3","1","0","691","117"
"71","0","2021-11-15","43","7","32","3","1","5021","1133"
"71","1","2021-11-15","22","3","17","2","0","2308","607"
"71","2","2021-11-15","21","4","15","1","1","2669","518"
"72","0","2021-11-15","70","9","56","5","0","3175","626"
"72","1","2021-11-15","45","4","39","2","0","1491","361"
"72","2","2021-11-15","25","5","17","3","0","1684","265"
"73","0","2021-11-15","41","6","24","7","4","3177","729"
"73","1","2021-11-15","27","3","17","4","3","1580","424"
"73","2","2021-11-15","14","3","7","3","1","1578","303"
"74","0","2021-11-15","50","9","27","13","1","5470","1084"
"74","1","2021-11-15","24","6","10","8","0","2844","640"
"74","2","2021-11-15","25","3","17","4","1","2597","441"
"75","0","2021-11-15","291","78","168","42","3","22404","4818"
"75","1","2021-11-15","169","55","89","23","2","12014","2981"
"75","2","2021-11-15","120","22","78","19","1","10232","1819"
"76","0","2021-11-15","125","18","68","39","0","7272","1643"
"76","1","2021-11-15","65","13","36","16","0","3517","905"
"76","2","2021-11-15","57","4","31","22","0","3705","728"
"77","0","2021-11-15","155","45","35","73","2","9984","2146"
"77","1","2021-11-15","67","19","19","28","1","5142","1227"
"77","2","2021-11-15","88","26","16","45","1","4784","908"
"78","0","2021-11-15","121","21","49","49","2","9180","1936"
"78","1","2021-11-15","51","13","16","20","2","4660","1142"
"78","2","2021-11-15","70","8","33","29","0","4487","790"
"79","0","2021-11-15","26","4","17","5","0","1329","279"
"79","1","2021-11-15","13","3","8","2","0","616","159"
"79","2","2021-11-15","13","1","9","3","0","704","119"
"80","0","2021-11-15","87","7","31","44","5","3336","982"
"80","1","2021-11-15","37","4","14","16","3","1655","553"
"80","2","2021-11-15","49","3","17","28","1","1604","412"
"81","0","2021-11-15","23","5","7","10","1","1644","412"
"81","1","2021-11-15","17","5","3","9","0","827","245"
"81","2","2021-11-15","6","0","4","1","1","811","166"
"82","0","2021-11-15","24","11","13","0","0","1090","245"
"82","1","2021-11-15","19","10","9","0","0","574","126"
"82","2","2021-11-15","5","1","4","0","0","502","111"
"83","0","2021-11-15","114","10","33","68","3","7108","1659"
"83","1","2021-11-15","53","6","16","29","2","3589","957"
"83","2","2021-11-15","61","4","17","39","1","3436","688"
"84","0","2021-11-15","73","7","42","19","5","4718","979"
"84","1","2021-11-15","43","5","26","10","2","2322","570"
"84","2","2021-11-15","30","2","16","9","3","2347","395"
"85","0","2021-11-15","48","11","36","1","0","1863","328"
"85","1","2021-11-15","27","8","19","0","0","958","203"
"85","2","2021-11-15","19","2","16","1","0","901","124"
"86","0","2021-11-15","36","11","21","4","0","1470","289"
"86","1","2021-11-15","21","8","11","2","0","771","158"
"86","2","2021-11-15","14","2","10","2","0","687","128"
"87","0","2021-11-15","33","3","20","10","0","1286","343"
"87","1","2021-11-15","15","2","8","5","0","609","198"
"87","2","2021-11-15","18","1","12","5","0","672","144"
"88","0","2021-11-15","22","0","7","15","0","3051","876"
"88","1","2021-11-15","11","0","5","6","0","1454","481"
"88","2","2021-11-15","11","0","2","9","0","1583","393"
"89","0","2021-11-15","21","6","14","1","0","2574","616"
"89","1","2021-11-15","12","2","9","1","0","1256","340"
"89","2","2021-11-15","9","4","5","0","0","1289","271"
"90","0","2021-11-15","12","2","10","0","0","2355","633"
"90","1","2021-11-15","5","2","3","0","0","1164","371"
"90","2","2021-11-15","7","0","7","0","0","1191","262"
"91","0","2021-11-15","147","37","42","60","8","10521","1973"
"91","1","2021-11-15","68","23","20","22","3","5198","1070"
"91","2","2021-11-15","76","14","22","35","5","5012","861"
"92","0","2021-11-15","319","25","120","148","26","16001","2853"
"92","1","2021-11-15","135","12","59","58","6","8366","1667"
"92","2","2021-11-15","175","12","61","87","15","7524","1172"
"93","0","2021-11-15","305","31","87","184","3","14700","2611"
"93","1","2021-11-15","156","22","37","96","1","7774","1540"
"93","2","2021-11-15","136","9","38","87","2","6750","1043"
"94","0","2021-11-15","189","28","82","71","8","14968","3095"
"94","1","2021-11-15","73","13","37","20","3","7573","1759"
"94","2","2021-11-15","110","14","41","50","5","7268","1310"
"95","0","2021-11-15","173","28","52","85","8","10172","2118"
"95","1","2021-11-15","83","20","23","36","4","5342","1272"
"95","2","2021-11-15","89","8","28","49","4","4748","833"
"01","0","2021-11-16","41","3","16","20","2","3052","644"
"01","1","2021-11-16","18","2","5","10","1","1517","378"
"01","2","2021-11-16","22","1","10","10","1","1510","263"
"02","0","2021-11-16","53","10","25","17","1","4546","1159"
"02","1","2021-11-16","28","5","14","9","0","2200","639"
"02","2","2021-11-16","24","5","11","8","0","2322","511"
"03","0","2021-11-16","24","7","16","0","1","2346","605"
"03","1","2021-11-16","17","5","11","0","1","1098","344"
"03","2","2021-11-16","7","2","5","0","0","1226","251"
"04","0","2021-11-16","38","2","17","19","0","1303","266"
"04","1","2021-11-16","19","2","7","10","0","627","156"
"04","2","2021-11-16","19","0","10","9","0","645","103"
